Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 69.0.3497.100,,2018-09-30 16:38:07,2018-09-30 16:38:10,2.280s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 16:38:10,2018-09-30 16:38:10,0.226s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:38:10,2018-09-30 16:38:12,1.833s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-09-30 16:38:12,2018-09-30 16:38:12,0.039s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:38:12,2018-09-30 16:38:14,2.266s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-30 16:38:14,2018-09-30 16:38:14,0.229s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 16:38:14,2018-09-30 16:38:14,0.182s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-30 16:38:14,2018-09-30 16:38:15,0.187s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-30 16:38:15,2018-09-30 16:38:15,0.228s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-30 16:38:15,2018-09-30 16:38:15,0.206s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-30 16:38:15,2018-09-30 16:38:15,0.229s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:38:15,2018-09-30 16:38:15,0.183s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 16:38:15,2018-09-30 16:38:16,1.001s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-09-30 16:38:16,2018-09-30 16:38:18,1.681s,PASSED
,,,,,,
Test Cases/VendorAttributeAddon/DeleteAttribute,Chrome 69.0.3497.100,,2018-09-30 16:38:18,2018-09-30 16:38:59,40.652s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-09-30 16:38:18,2018-09-30 16:38:22,3.866s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-30 16:38:22,2018-09-30 16:38:23,1.125s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-30 16:38:23,2018-09-30 16:38:27,3.889s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 16:38:27,2018-09-30 16:38:27,0.165s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-09-30 16:38:27,2018-09-30 16:38:28,0.153s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:38:28,2018-09-30 16:38:30,2.742s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 16:38:30,2018-09-30 16:38:31,1.002s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:38:31,2018-09-30 16:38:31,0.144s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 16:38:31,2018-09-30 16:38:34,3.002s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:38:34,2018-09-30 16:38:37,2.232s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 16:38:37,2018-09-30 16:38:37,0.221s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:38:37,2018-09-30 16:38:39,1.874s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-09-30 16:38:39,2018-09-30 16:38:39,0.061s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:38:39,2018-09-30 16:38:41,2.240s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 16:38:41,2018-09-30 16:38:44,3.000s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:38:44,2018-09-30 16:38:44,0.147s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 16:38:44,2018-09-30 16:38:47,3.001s,PASSED
focus,Chrome 69.0.3497.100,,2018-09-30 16:38:47,2018-09-30 16:38:59,11.526s,FAILED
