Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MultiStepVendorRegistrationAddon,Chrome 69.0.3497.100,,2018-10-04 15:58:53,2018-10-04 15:59:38,44.695s,FAILED
,,,,,,
Test Cases/MultiStepVendorRegistrationAddon/CreateMultiStep,Chrome 69.0.3497.100,,2018-10-04 15:58:54,2018-10-04 15:59:22,27.856s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-04 15:58:54,2018-10-04 15:58:58,3.359s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-04 15:58:58,2018-10-04 15:58:59,1.151s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-04 15:58:59,2018-10-04 15:59:03,3.824s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-04 15:59:03,2018-10-04 15:59:03,0.215s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-04 15:59:03,2018-10-04 15:59:03,0.263s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:59:03,2018-10-04 15:59:05,2.306s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:59:05,2018-10-04 15:59:05,0.136s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:59:05,2018-10-04 15:59:08,3.046s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:59:08,2018-10-04 15:59:10,1.975s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:59:10,2018-10-04 15:59:11,1.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:59:11,2018-10-04 15:59:13,1.887s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:59:13,2018-10-04 15:59:14,1.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:59:14,2018-10-04 15:59:14,0.090s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:59:14,2018-10-04 15:59:15,1.002s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-04 15:59:15,2018-10-04 15:59:16,0.125s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:59:16,2018-10-04 15:59:17,1.004s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-04 15:59:17,2018-10-04 15:59:17,0.217s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:59:17,2018-10-04 15:59:18,1.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:59:18,2018-10-04 15:59:18,0.151s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:59:18,2018-10-04 15:59:21,3.002s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-04 15:59:21,2018-10-04 15:59:22,0.677s,PASSED
,,,,,,
Test Cases/MultiStepVendorRegistrationAddon/DeleteMultiStep,Chrome 69.0.3497.100,,2018-10-04 15:59:22,2018-10-04 15:59:37,15.789s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-04 15:59:22,2018-10-04 15:59:24,1.963s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-04 15:59:24,2018-10-04 15:59:25,1.137s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-04 15:59:25,2018-10-04 15:59:29,3.903s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-04 15:59:29,2018-10-04 15:59:29,0.175s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-04 15:59:29,2018-10-04 15:59:29,0.168s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:59:29,2018-10-04 15:59:32,2.531s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:59:32,2018-10-04 15:59:32,0.146s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:59:32,2018-10-04 15:59:35,3.005s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:59:35,2018-10-04 15:59:37,1.980s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:59:37,2018-10-04 15:59:37,0.551s,FAILED
