Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
VendorAttributeAddon,Chrome 69.0.3497.100,,2018-09-30 16:30:37,2018-09-30 16:32:43,2m - 6.730s,FAILED
,,,,,,
Test Cases/VendorAttributeAddon/AddNewAttribute,Chrome 69.0.3497.100,,2018-09-30 16:30:37,2018-09-30 16:31:14,36.543s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-30 16:30:38,2018-09-30 16:30:43,5.302s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-30 16:30:43,2018-09-30 16:30:44,1.153s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-30 16:30:44,2018-09-30 16:30:51,7.203s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 16:30:51,2018-09-30 16:30:51,0.200s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-09-30 16:30:51,2018-09-30 16:30:52,0.223s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:30:52,2018-09-30 16:30:55,3.128s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:30:55,2018-09-30 16:30:55,0.155s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 16:30:55,2018-09-30 16:30:58,3.061s,PASSED
scrollToPosition,Chrome 69.0.3497.100,,2018-09-30 16:30:58,2018-09-30 16:30:58,0.037s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:30:58,2018-09-30 16:31:01,2.829s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 16:31:01,2018-09-30 16:31:02,1.002s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 16:31:02,2018-09-30 16:31:07,4.797s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 16:31:07,2018-09-30 16:31:08,1.003s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 16:31:08,2018-09-30 16:31:08,0.224s,PASSED
rightClick,Chrome 69.0.3497.100,,2018-09-30 16:31:08,2018-09-30 16:31:08,0.129s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 16:31:08,2018-09-30 16:31:08,0.174s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-30 16:31:08,2018-09-30 16:31:08,0.260s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-30 16:31:08,2018-09-30 16:31:09,0.181s,PASSED
