Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MultiStepVendorRegistrationAddon,Chrome 69.0.3497.100,,2018-09-30 17:38:46,2018-09-30 17:42:28,3m - 41.765s,PASSED
,,,,,,
Test Cases/MultiStepVendorRegistrationAddon/CreateMultiStep,Chrome 69.0.3497.100,,2018-09-30 17:38:46,2018-09-30 17:39:44,57.428s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-30 17:38:47,2018-09-30 17:38:52,5.366s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-30 17:38:52,2018-09-30 17:38:54,2.156s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-30 17:38:54,2018-09-30 17:38:59,5.102s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 17:38:59,2018-09-30 17:39:03,4.230s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-09-30 17:39:03,2018-09-30 17:39:07,3.239s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:39:07,2018-09-30 17:39:11,4.722s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:39:11,2018-09-30 17:39:14,2.154s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 17:39:14,2018-09-30 17:39:17,3.046s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:39:17,2018-09-30 17:39:21,4.068s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 17:39:21,2018-09-30 17:39:22,1.003s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:39:22,2018-09-30 17:39:25,3.673s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 17:39:25,2018-09-30 17:39:26,1.003s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:39:26,2018-09-30 17:39:28,2.097s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 17:39:28,2018-09-30 17:39:29,1.003s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 17:39:29,2018-09-30 17:39:34,4.158s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 17:39:34,2018-09-30 17:39:35,1.002s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 17:39:35,2018-09-30 17:39:39,4.210s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 17:39:39,2018-09-30 17:39:40,1.003s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:39:40,2018-09-30 17:39:42,2.127s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-30 17:39:42,2018-09-30 17:39:44,1.646s,PASSED
,,,,,,
Test Cases/MultiStepVendorRegistrationAddon/DeleteMultiStep,Chrome 69.0.3497.100,,2018-09-30 17:39:44,2018-09-30 17:40:36,52.193s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-30 17:39:44,2018-09-30 17:39:48,3.944s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-09-30 17:39:48,2018-09-30 17:39:50,2.132s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-09-30 17:39:50,2018-09-30 17:39:54,4.442s,PASSED
setText,Chrome 69.0.3497.100,,2018-09-30 17:39:54,2018-09-30 17:39:59,4.184s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-09-30 17:39:59,2018-09-30 17:40:02,3.156s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:40:02,2018-09-30 17:40:07,5.054s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:40:07,2018-09-30 17:40:09,2.125s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 17:40:09,2018-09-30 17:40:12,3.005s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:40:12,2018-09-30 17:40:16,4.261s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:40:16,2018-09-30 17:40:20,3.588s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 17:40:20,2018-09-30 17:40:21,1.002s,PASSED
focus,Chrome 69.0.3497.100,,2018-09-30 17:40:21,2018-09-30 17:40:25,4.095s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:40:25,2018-09-30 17:40:27,2.140s,PASSED
acceptAlert,Chrome 69.0.3497.100,,2018-09-30 17:40:27,2018-09-30 17:40:29,2.038s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-30 17:40:29,2018-09-30 17:40:32,3.001s,PASSED
click,Chrome 69.0.3497.100,,2018-09-30 17:40:32,2018-09-30 17:40:34,2.151s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-30 17:40:34,2018-09-30 17:40:36,1.636s,PASSED
,,,,,,
