Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
VendorAttributeAddon,Chrome 69.0.3497.100,,2018-10-01 07:36:43,2018-10-01 07:38:51,2m - 7.506s,FAILED
,,,,,,
Test Cases/VendorAttributeAddon/AddNewAttribute,Chrome 69.0.3497.100,,2018-10-01 07:36:44,2018-10-01 07:37:11,27.942s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-01 07:36:44,2018-10-01 07:36:47,3.274s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-01 07:36:47,2018-10-01 07:36:48,1.151s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-01 07:36:48,2018-10-01 07:36:52,3.975s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:36:52,2018-10-01 07:36:53,0.214s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-01 07:36:53,2018-10-01 07:36:53,0.234s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:36:53,2018-10-01 07:36:56,3.026s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:36:56,2018-10-01 07:36:56,0.127s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:36:56,2018-10-01 07:36:59,3.041s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:36:59,2018-10-01 07:37:01,1.691s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:37:01,2018-10-01 07:37:02,1.003s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:02,2018-10-01 07:37:05,3.293s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:37:05,2018-10-01 07:37:06,1.001s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:37:06,2018-10-01 07:37:06,0.193s,PASSED
rightClick,Chrome 69.0.3497.100,,2018-10-01 07:37:06,2018-10-01 07:37:06,0.112s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:37:06,2018-10-01 07:37:07,0.196s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:07,2018-10-01 07:37:07,0.269s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:07,2018-10-01 07:37:07,0.182s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:37:07,2018-10-01 07:37:07,0.143s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:07,2018-10-01 07:37:07,0.188s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:07,2018-10-01 07:37:08,0.304s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:08,2018-10-01 07:37:08,0.166s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:08,2018-10-01 07:37:08,0.198s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:08,2018-10-01 07:37:08,0.217s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:08,2018-10-01 07:37:08,0.180s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:08,2018-10-01 07:37:09,0.186s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:37:09,2018-10-01 07:37:10,1.002s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-01 07:37:10,2018-10-01 07:37:11,1.297s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-01 07:37:11,2018-10-01 07:37:11,0.640s,PASSED
,,,,,,
Test Cases/VendorAttributeAddon/SearchAttribute,Chrome 69.0.3497.100,,2018-10-01 07:37:12,2018-10-01 07:37:30,18.668s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-01 07:37:12,2018-10-01 07:37:14,1.900s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-01 07:37:14,2018-10-01 07:37:15,1.140s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-01 07:37:15,2018-10-01 07:37:20,4.780s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:37:20,2018-10-01 07:37:20,0.162s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-01 07:37:20,2018-10-01 07:37:20,0.138s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:20,2018-10-01 07:37:23,3.048s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:37:23,2018-10-01 07:37:24,1.003s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:24,2018-10-01 07:37:24,0.111s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:37:24,2018-10-01 07:37:27,3.003s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:27,2018-10-01 07:37:29,2.180s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:37:29,2018-10-01 07:37:29,0.198s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:29,2018-10-01 07:37:29,0.094s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-01 07:37:29,2018-10-01 07:37:29,0.040s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-01 07:37:29,2018-10-01 07:37:30,0.669s,PASSED
,,,,,,
Test Cases/VendorAttributeAddon/EditAttribute,Chrome 69.0.3497.100,,2018-10-01 07:37:30,2018-10-01 07:37:55,24.942s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-01 07:37:30,2018-10-01 07:37:32,1.926s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-01 07:37:32,2018-10-01 07:37:33,1.132s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-01 07:37:33,2018-10-01 07:37:38,4.065s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:37:38,2018-10-01 07:37:38,0.166s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-01 07:37:38,2018-10-01 07:37:38,0.150s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:38,2018-10-01 07:37:41,2.711s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:37:41,2018-10-01 07:37:42,1.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:42,2018-10-01 07:37:42,0.118s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:37:42,2018-10-01 07:37:45,3.001s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:45,2018-10-01 07:37:47,2.158s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:37:47,2018-10-01 07:37:47,0.303s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:47,2018-10-01 07:37:49,1.580s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-01 07:37:49,2018-10-01 07:37:49,0.057s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:49,2018-10-01 07:37:51,2.637s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:51,2018-10-01 07:37:52,0.186s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:37:52,2018-10-01 07:37:52,0.163s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:52,2018-10-01 07:37:52,0.176s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:52,2018-10-01 07:37:52,0.211s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:52,2018-10-01 07:37:52,0.220s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:37:52,2018-10-01 07:37:53,0.190s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:37:53,2018-10-01 07:37:53,0.196s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:37:53,2018-10-01 07:37:54,1.002s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-01 07:37:54,2018-10-01 07:37:55,1.329s,PASSED
,,,,,,
Test Cases/VendorAttributeAddon/DeleteAttribute,Chrome 69.0.3497.100,,2018-10-01 07:37:55,2018-10-01 07:38:50,54.792s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-01 07:37:55,2018-10-01 07:37:58,2.585s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-01 07:37:58,2018-10-01 07:37:59,1.120s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-01 07:37:59,2018-10-01 07:38:03,4.352s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:38:03,2018-10-01 07:38:04,0.159s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-01 07:38:04,2018-10-01 07:38:04,0.133s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:38:04,2018-10-01 07:38:07,2.967s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:38:07,2018-10-01 07:38:08,1.003s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:38:08,2018-10-01 07:38:08,0.138s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:38:08,2018-10-01 07:38:11,3.003s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:38:11,2018-10-01 07:38:13,2.023s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:38:13,2018-10-01 07:38:13,0.321s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:38:13,2018-10-01 07:38:15,1.322s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-01 07:38:15,2018-10-01 07:38:15,0.090s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:38:15,2018-10-01 07:38:15,0.107s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:38:15,2018-10-01 07:38:18,3.003s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:38:18,2018-10-01 07:38:50,32.193s,FAILED
