Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
VendorAttributeAddon,Chrome 69.0.3497.100,,2018-10-01 07:40:08,2018-10-01 07:41:54,1m - 45.774s,PASSED
,,,,,,
Test Cases/VendorAttributeAddon/AddNewAttribute,Chrome 69.0.3497.100,,2018-10-01 07:40:08,2018-10-01 07:40:38,29.104s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-01 07:40:09,2018-10-01 07:40:12,3.294s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-01 07:40:12,2018-10-01 07:40:13,1.149s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-01 07:40:13,2018-10-01 07:40:18,4.994s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:40:18,2018-10-01 07:40:19,0.246s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-01 07:40:19,2018-10-01 07:40:19,0.237s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:40:19,2018-10-01 07:40:21,2.671s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:40:21,2018-10-01 07:40:22,0.129s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:40:22,2018-10-01 07:40:25,3.042s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:40:25,2018-10-01 07:40:27,2.161s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:40:27,2018-10-01 07:40:28,1.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 07:40:28,2018-10-01 07:40:31,2.782s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 07:40:31,2018-10-01 07:40:32,1.002s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:40:32,2018-10-01 07:40:32,0.228s,PASSED
rightClick,Chrome 69.0.3497.100,,2018-10-01 07:40:32,2018-10-01 07:40:32,0.124s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-01 07:40:32,2018-10-01 07:40:32,0.177s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-01 07:40:32,2018-10-01 07:40:32,0.343s,PASSED
