Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MultiStepVendorRegistrationAddon,Chrome 69.0.3497.100,,2018-10-04 15:55:08,2018-10-04 15:56:30,1m - 21.583s,FAILED
,,,,,,
Test Cases/MultiStepVendorRegistrationAddon/CreateMultiStep,Chrome 69.0.3497.100,,2018-10-04 15:55:08,2018-10-04 15:55:36,27.387s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-04 15:55:09,2018-10-04 15:55:12,3.392s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-04 15:55:12,2018-10-04 15:55:13,1.149s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-04 15:55:13,2018-10-04 15:55:17,3.224s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-04 15:55:17,2018-10-04 15:55:17,0.208s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-04 15:55:17,2018-10-04 15:55:17,0.235s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:55:17,2018-10-04 15:55:19,2.245s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:55:19,2018-10-04 15:55:19,0.129s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:55:19,2018-10-04 15:55:22,3.044s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:55:22,2018-10-04 15:55:24,2.027s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:55:24,2018-10-04 15:55:25,1.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:55:25,2018-10-04 15:55:27,1.982s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:55:27,2018-10-04 15:55:28,1.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:55:28,2018-10-04 15:55:29,0.091s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:55:29,2018-10-04 15:55:30,1.004s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-04 15:55:30,2018-10-04 15:55:30,0.133s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:55:30,2018-10-04 15:55:31,1.005s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-04 15:55:31,2018-10-04 15:55:31,0.169s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:55:31,2018-10-04 15:55:32,1.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:55:32,2018-10-04 15:55:32,0.154s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:55:32,2018-10-04 15:55:35,3.002s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-04 15:55:35,2018-10-04 15:55:36,0.674s,PASSED
,,,,,,
Test Cases/MultiStepVendorRegistrationAddon/DeleteMultiStep,Chrome 69.0.3497.100,,2018-10-04 15:55:36,2018-10-04 15:56:29,53.180s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-04 15:55:36,2018-10-04 15:55:38,2.005s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-04 15:55:38,2018-10-04 15:55:39,1.122s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-04 15:55:39,2018-10-04 15:55:43,3.592s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-04 15:55:43,2018-10-04 15:55:43,0.160s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-04 15:55:43,2018-10-04 15:55:43,0.158s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:55:43,2018-10-04 15:55:46,3.152s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:55:46,2018-10-04 15:55:46,0.146s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:55:46,2018-10-04 15:55:49,3.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:55:49,2018-10-04 15:55:51,1.931s,PASSED
click,Chrome 69.0.3497.100,,2018-10-04 15:55:51,2018-10-04 15:55:54,2.483s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-04 15:55:54,2018-10-04 15:55:57,3.003s,PASSED
focus,Chrome 69.0.3497.100,,2018-10-04 15:55:57,2018-10-04 15:56:29,32.190s,FAILED
