Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
delay,Chrome 68.0.3440.106,,2018-09-19 21:47:55,2018-09-19 21:47:56,1.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:47:56,2018-09-19 21:47:57,0.155s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 21:47:57,2018-09-19 21:48:00,3.001s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:00,2018-09-19 21:48:01,1.868s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 21:48:01,2018-09-19 21:48:02,0.385s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:02,2018-09-19 21:48:03,1.436s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-19 21:48:03,2018-09-19 21:48:03,0.055s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-19 21:48:03,2018-09-19 21:48:04,0.628s,PASSED
,,,,,,
Test Cases/VendorAttributeAddon/EditAttribute,Chrome 68.0.3440.106,,2018-09-19 21:48:04,2018-09-19 21:48:26,22.463s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-19 21:48:04,2018-09-19 21:48:06,2.297s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-19 21:48:06,2018-09-19 21:48:08,1.137s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-19 21:48:08,2018-09-19 21:48:11,3.263s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 21:48:11,2018-09-19 21:48:11,0.157s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-19 21:48:11,2018-09-19 21:48:11,0.160s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:11,2018-09-19 21:48:13,2.130s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 21:48:13,2018-09-19 21:48:14,1.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:14,2018-09-19 21:48:14,0.130s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 21:48:14,2018-09-19 21:48:17,3.003s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:17,2018-09-19 21:48:19,1.886s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 21:48:19,2018-09-19 21:48:20,0.354s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:20,2018-09-19 21:48:21,1.421s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-19 21:48:21,2018-09-19 21:48:21,0.067s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:21,2018-09-19 21:48:23,1.834s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 21:48:23,2018-09-19 21:48:23,0.186s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 21:48:23,2018-09-19 21:48:23,0.161s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 21:48:23,2018-09-19 21:48:24,0.186s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 21:48:24,2018-09-19 21:48:24,0.241s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 21:48:24,2018-09-19 21:48:24,0.228s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-19 21:48:24,2018-09-19 21:48:24,0.221s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:24,2018-09-19 21:48:24,0.199s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 21:48:24,2018-09-19 21:48:25,1.003s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-19 21:48:25,2018-09-19 21:48:26,0.948s,PASSED
,,,,,,
Test Cases/VendorAttributeAddon/DeleteAttribute,Chrome 68.0.3440.106,,2018-09-19 21:48:26,2018-09-19 21:48:53,27.066s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-19 21:48:27,2018-09-19 21:48:31,4.287s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-19 21:48:31,2018-09-19 21:48:32,1.131s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-19 21:48:32,2018-09-19 21:48:35,3.258s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 21:48:35,2018-09-19 21:48:36,0.152s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-19 21:48:36,2018-09-19 21:48:36,0.162s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:36,2018-09-19 21:48:38,2.126s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 21:48:38,2018-09-19 21:48:39,1.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:39,2018-09-19 21:48:39,0.128s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 21:48:39,2018-09-19 21:48:42,3.004s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:42,2018-09-19 21:48:44,1.858s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 21:48:44,2018-09-19 21:48:44,0.345s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:44,2018-09-19 21:48:45,1.301s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-19 21:48:45,2018-09-19 21:48:46,0.076s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:46,2018-09-19 21:48:48,2.187s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-19 21:48:48,2018-09-19 21:48:51,3.001s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:51,2018-09-19 21:48:51,0.174s,PASSED
focus,Chrome 68.0.3440.106,,2018-09-19 21:48:51,2018-09-19 21:48:51,0.116s,PASSED
click,Chrome 68.0.3440.106,,2018-09-19 21:48:51,2018-09-19 21:48:53,1.840s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-19 21:48:53,2018-09-19 21:48:53,0.652s,PASSED
